77,103,tcp://10.244.1.5:5555,0.5163540840148926
80,103,tcp://10.244.1.5:5555,0.0025305747985839844
106,113,tcp://10.244.0.156:5555,0.5111987590789795
73,103,tcp://10.244.1.5:5555,0.002449512481689453
56,65,tcp://10.244.0.155:5555,0.5024371147155762
41,65,tcp://10.244.0.155:5555,0.0016887187957763672
78,103,tcp://10.244.1.5:5555,0.0029354095458984375
245,247,tcp://10.244.1.8:5555,0.5134713649749756
119,151,tcp://10.244.0.157:5555,0.5199778079986572
247,247,tcp://10.244.1.8:5555,0.003185272216796875
10,65,tcp://10.244.0.155:5555,0.0022351741790771484
232,247,tcp://10.244.1.8:5555,0.0023872852325439453
50,65,tcp://10.244.0.155:5555,0.001703023910522461
72,103,tcp://10.244.1.5:5555,0.0026445388793945312
229,247,tcp://10.244.1.8:5555,0.0024886131286621094
215,247,tcp://10.244.1.8:5555,0.0024747848510742188
21,65,tcp://10.244.0.155:5555,0.0017175674438476562
216,247,tcp://10.244.1.8:5555,0.0024306774139404297
10,65,tcp://10.244.0.155:5555,0.001664876937866211
55,65,tcp://10.244.0.155:5555,0.0018634796142578125
80,103,tcp://10.244.1.5:5555,0.002618074417114258
228,247,tcp://10.244.1.8:5555,0.002633333206176758
122,151,tcp://10.244.0.157:5555,0.005919933319091797
112,113,tcp://10.244.0.156:5555,0.0034046173095703125
97,103,tcp://10.244.1.5:5555,0.0025072097778320312
237,247,tcp://10.244.1.8:5555,0.002543210983276367
105,113,tcp://10.244.0.156:5555,0.0035529136657714844
171,247,tcp://10.244.1.8:5555,0.002593994140625
204,247,tcp://10.244.1.8:5555,0.002518177032470703
80,103,tcp://10.244.1.5:5555,0.002550363540649414
145,151,tcp://10.244.0.157:5555,0.005449533462524414
198,247,tcp://10.244.1.8:5555,0.002424478530883789
12,65,tcp://10.244.0.155:5555,0.0017080307006835938
8,65,tcp://10.244.0.155:5555,0.0017316341400146484
9,65,tcp://10.244.0.155:5555,0.003174304962158203
178,247,tcp://10.244.1.8:5555,0.0023910999298095703
89,103,tcp://10.244.1.5:5555,0.0024492740631103516
65,65,tcp://10.244.0.155:5555,0.0016529560089111328
231,247,tcp://10.244.1.8:5555,0.0024595260620117188
176,247,tcp://10.244.1.8:5555,0.002363920211791992
14,65,tcp://10.244.0.155:5555,0.0016965866088867188
25,65,tcp://10.244.0.155:5555,0.0016667842864990234
166,247,tcp://10.244.1.8:5555,0.0025360584259033203
27,65,tcp://10.244.0.155:5555,0.0016787052154541016
9,65,tcp://10.244.0.155:5555,0.0015931129455566406
79,103,tcp://10.244.1.5:5555,0.0025937557220458984
210,247,tcp://10.244.1.8:5555,0.005983591079711914
227,247,tcp://10.244.1.8:5555,0.004057407379150391
215,247,tcp://10.244.1.8:5555,0.0023059844970703125
145,151,tcp://10.244.0.157:5555,0.005933523178100586
110,113,tcp://10.244.0.156:5555,0.0035486221313476562
3,65,tcp://10.244.0.155:5555,0.0016398429870605469
107,113,tcp://10.244.0.156:5555,0.003664255142211914
55,65,tcp://10.244.0.155:5555,0.0017743110656738281
231,247,tcp://10.244.1.8:5555,0.0024156570434570312
218,247,tcp://10.244.1.8:5555,0.002535104751586914
31,65,tcp://10.244.0.155:5555,0.0016582012176513672
119,151,tcp://10.244.0.157:5555,0.005895376205444336
0,1,tcp://10.244.0.154:5555,0.511350154876709
228,247,tcp://10.244.1.8:5555,0.002493619918823242
222,247,tcp://10.244.1.8:5555,0.002920866012573242
43,65,tcp://10.244.0.155:5555,0.0017781257629394531
63,65,tcp://10.244.0.155:5555,0.0017323493957519531
101,103,tcp://10.244.1.5:5555,0.0024471282958984375
245,247,tcp://10.244.1.8:5555,0.0025191307067871094
53,65,tcp://10.244.0.155:5555,0.0017175674438476562
254,1,tcp://10.244.0.154:5555,0.003488302230834961
204,247,tcp://10.244.1.8:5555,0.0024640560150146484
21,65,tcp://10.244.0.155:5555,0.0016918182373046875
78,103,tcp://10.244.1.5:5555,0.0024611949920654297
42,65,tcp://10.244.0.155:5555,0.0016558170318603516
80,103,tcp://10.244.1.5:5555,0.002609729766845703
41,65,tcp://10.244.0.155:5555,0.0016930103302001953
53,65,tcp://10.244.0.155:5555,0.0018157958984375
196,247,tcp://10.244.1.8:5555,0.002622365951538086
110,113,tcp://10.244.0.156:5555,0.0035758018493652344
50,65,tcp://10.244.0.155:5555,0.001710653305053711
200,247,tcp://10.244.1.8:5555,0.002471446990966797
25,65,tcp://10.244.0.155:5555,0.0016636848449707031
131,151,tcp://10.244.0.157:5555,0.012834310531616211
215,247,tcp://10.244.1.8:5555,0.003882884979248047
92,103,tcp://10.244.1.5:5555,0.005470752716064453
200,247,tcp://10.244.1.8:5555,0.0033941268920898438
65,65,tcp://10.244.0.155:5555,0.001802682876586914
69,103,tcp://10.244.1.5:5555,0.002516031265258789
33,65,tcp://10.244.0.155:5555,0.0017044544219970703
147,151,tcp://10.244.0.157:5555,0.0057888031005859375
144,151,tcp://10.244.0.157:5555,0.00578761100769043
40,65,tcp://10.244.0.155:5555,0.001682281494140625
44,65,tcp://10.244.0.155:5555,0.0017278194427490234
138,151,tcp://10.244.0.157:5555,0.005959033966064453
7,65,tcp://10.244.0.155:5555,0.001687765121459961
126,151,tcp://10.244.0.157:5555,0.006344795227050781
10,65,tcp://10.244.0.155:5555,0.0016994476318359375
171,247,tcp://10.244.1.8:5555,0.002438068389892578
8,65,tcp://10.244.0.155:5555,0.002330303192138672
31,65,tcp://10.244.0.155:5555,0.0028040409088134766
24,65,tcp://10.244.0.155:5555,0.0013911724090576172
46,65,tcp://10.244.0.155:5555,0.001775503158569336
170,247,tcp://10.244.1.8:5555,0.0025653839111328125
29,65,tcp://10.244.0.155:5555,0.012193441390991211
102,103,tcp://10.244.1.5:5555,0.002640247344970703
75,103,tcp://10.244.1.5:5555,0.0025391578674316406
217,247,tcp://10.244.1.8:5555,0.002587556838989258
116,118,tcp://10.244.1.7:5555,0.5060758590698242
102,103,tcp://10.244.1.5:5555,0.0023941993713378906
31,65,tcp://10.244.0.155:5555,0.0017347335815429688
187,247,tcp://10.244.1.8:5555,0.002452373504638672
201,247,tcp://10.244.1.8:5555,0.0025429725646972656
71,103,tcp://10.244.1.5:5555,0.0025415420532226562
