60,62,tcp://10.244.1.238:5555,0.11049580574035645
236,247,tcp://10.244.1.242:5555,0.2487947940826416
173,247,tcp://10.244.1.242:5555,0.18322491645812988
34,62,tcp://10.244.1.238:5555,0.09305572509765625
222,247,tcp://10.244.1.242:5555,0.17764687538146973
73,98,tcp://10.244.1.239:5555,0.18729424476623535
82,98,tcp://10.244.1.239:5555,0.14936494827270508
207,247,tcp://10.244.1.242:5555,0.19058990478515625
107,110,tcp://10.244.1.240:5555,0.924602746963501
116,118,tcp://10.244.1.241:5555,0.9584035873413086
193,247,tcp://10.244.1.242:5555,0.22906494140625
83,98,tcp://10.244.1.239:5555,0.18465495109558105
192,247,tcp://10.244.1.242:5555,0.2207660675048828
173,247,tcp://10.244.1.242:5555,0.14989352226257324
236,247,tcp://10.244.1.242:5555,0.16526150703430176
22,62,tcp://10.244.1.238:5555,0.09795522689819336
203,247,tcp://10.244.1.242:5555,0.22998452186584473
246,247,tcp://10.244.1.242:5555,0.2135004997253418
0,1,tcp://10.244.1.237:5555,0.33818650245666504
16,62,tcp://10.244.1.238:5555,0.10994768142700195
244,247,tcp://10.244.1.242:5555,0.20783734321594238
93,98,tcp://10.244.1.239:5555,0.1664426326751709
94,98,tcp://10.244.1.239:5555,0.1929936408996582
129,None,,
221,247,tcp://10.244.1.242:5555,0.2579777240753174
250,1,tcp://10.244.1.237:5555,0.2725820541381836
7,62,tcp://10.244.1.238:5555,0.09902524948120117
86,98,tcp://10.244.1.239:5555,0.16329360008239746
72,98,tcp://10.244.1.239:5555,0.20772933959960938
17,62,tcp://10.244.1.238:5555,0.09984612464904785
115,118,tcp://10.244.1.241:5555,0.5449109077453613
217,247,tcp://10.244.1.242:5555,0.1897749900817871
116,118,tcp://10.244.1.241:5555,0.6461606025695801
250,1,tcp://10.244.1.237:5555,0.34334230422973633
111,113,tcp://10.244.0.139:5555,0.8918502330780029
214,247,tcp://10.244.1.242:5555,0.20755457878112793
50,62,tcp://10.244.1.238:5555,0.09733843803405762
87,98,tcp://10.244.1.239:5555,0.19019532203674316
167,247,tcp://10.244.1.242:5555,0.24042534828186035
171,247,tcp://10.244.1.242:5555,0.1853346824645996
97,98,tcp://10.244.1.239:5555,0.17194294929504395
189,247,tcp://10.244.1.242:5555,0.20309019088745117
164,247,tcp://10.244.1.242:5555,0.23483920097351074
166,247,tcp://10.244.1.242:5555,0.1720280647277832
185,247,tcp://10.244.1.242:5555,0.18276238441467285
74,98,tcp://10.244.1.239:5555,0.22373366355895996
95,98,tcp://10.244.1.239:5555,0.16987156867980957
249,1,tcp://10.244.1.237:5555,0.3879659175872803
113,None,,
81,98,tcp://10.244.1.239:5555,0.21421170234680176
57,62,tcp://10.244.1.238:5555,0.13786602020263672
193,247,tcp://10.244.1.242:5555,0.17873525619506836
37,62,tcp://10.244.1.238:5555,0.11484265327453613
177,247,tcp://10.244.1.242:5555,0.15933752059936523
175,247,tcp://10.244.1.242:5555,0.2044687271118164
189,247,tcp://10.244.1.242:5555,0.26842308044433594
162,247,tcp://10.244.1.242:5555,0.18991541862487793
204,247,tcp://10.244.1.242:5555,0.2261650562286377
197,247,tcp://10.244.1.242:5555,0.19706511497497559
69,98,tcp://10.244.1.239:5555,0.16769886016845703
117,None,,
13,62,tcp://10.244.1.238:5555,0.10267019271850586
2,62,tcp://10.244.1.238:5555,0.06802821159362793
178,247,tcp://10.244.1.242:5555,0.1758425235748291
190,247,tcp://10.244.1.242:5555,0.17626667022705078
9,62,tcp://10.244.1.238:5555,0.10107612609863281
83,98,tcp://10.244.1.239:5555,0.1849067211151123
174,247,tcp://10.244.1.242:5555,0.14989852905273438
195,247,tcp://10.244.1.242:5555,0.25484251976013184
92,98,tcp://10.244.1.239:5555,0.20801138877868652
37,62,tcp://10.244.1.238:5555,0.09496831893920898
62,62,tcp://10.244.1.238:5555,0.10985088348388672
213,247,tcp://10.244.1.242:5555,0.6021473407745361
132,None,,
199,247,tcp://10.244.1.242:5555,0.19530606269836426
211,247,tcp://10.244.1.242:5555,0.19910097122192383
125,None,,
53,62,tcp://10.244.1.238:5555,0.09577274322509766
122,None,,
199,247,tcp://10.244.1.242:5555,0.2081310749053955
124,None,,
61,62,tcp://10.244.1.238:5555,0.13617324829101562
243,247,tcp://10.244.1.242:5555,0.20049548149108887
179,247,tcp://10.244.1.242:5555,0.2547898292541504
146,None,,
191,247,tcp://10.244.1.242:5555,0.20278453826904297
143,None,,
151,None,,
154,247,tcp://10.244.1.242:5555,0.22041726112365723
67,98,tcp://10.244.1.239:5555,0.31643199920654297
13,62,tcp://10.244.1.238:5555,0.07403850555419922
158,247,tcp://10.244.1.242:5555,0.21458125114440918
179,247,tcp://10.244.1.242:5555,0.23626232147216797
198,247,tcp://10.244.1.242:5555,0.2022252082824707
94,98,tcp://10.244.1.239:5555,0.24776721000671387
