157,247,tcp://10.244.1.251:5555,0.12437939643859863
157,247,tcp://10.244.1.251:5555,0.11243367195129395
164,247,tcp://10.244.1.251:5555,0.14230656623840332
249,1,tcp://10.244.0.90:5555,0.2162930965423584
14,62,tcp://10.244.1.246:5555,0.0015425682067871094
241,247,tcp://10.244.1.251:5555,0.11173009872436523
2,62,tcp://10.244.1.246:5555,0.0015959739685058594
139,151,tcp://10.244.0.93:5555,0.3455069065093994
130,151,tcp://10.244.0.93:5555,0.2761671543121338
68,98,tcp://10.244.1.248:5555,0.11581897735595703
55,62,tcp://10.244.1.246:5555,0.0016014575958251953
227,247,tcp://10.244.1.251:5555,0.07135629653930664
249,1,tcp://10.244.0.90:5555,0.23494911193847656
64,65,tcp://10.244.1.247:5555,0.10421562194824219
240,247,tcp://10.244.1.251:5555,0.07543611526489258
122,151,tcp://10.244.0.93:5555,0.313244104385376
207,247,tcp://10.244.1.251:5555,0.13751649856567383
7,62,tcp://10.244.1.246:5555,0.0014302730560302734
117,None,,
197,247,tcp://10.244.1.251:5555,0.12378287315368652
53,62,tcp://10.244.1.246:5555,0.001600027084350586
35,62,tcp://10.244.1.246:5555,0.007636547088623047
230,247,tcp://10.244.1.251:5555,0.12109971046447754
43,62,tcp://10.244.1.246:5555,0.0015761852264404297
52,62,tcp://10.244.1.246:5555,0.0015583038330078125
193,247,tcp://10.244.1.251:5555,0.11658883094787598
79,98,tcp://10.244.1.248:5555,0.11984515190124512
96,98,tcp://10.244.1.248:5555,0.08975410461425781
253,1,tcp://10.244.0.90:5555,0.18414592742919922
164,247,tcp://10.244.1.251:5555,0.1107015609741211
26,62,tcp://10.244.1.246:5555,0.0071375370025634766
222,247,tcp://10.244.1.251:5555,0.1062936782836914
181,247,tcp://10.244.1.251:5555,0.09219479560852051
126,151,tcp://10.244.0.93:5555,0.33577966690063477
170,247,tcp://10.244.1.251:5555,0.09983682632446289
149,151,tcp://10.244.0.93:5555,0.29085803031921387
47,62,tcp://10.244.1.246:5555,0.0016720294952392578
74,98,tcp://10.244.1.248:5555,0.0883479118347168
99,103,tcp://10.244.0.91:5555,0.16387605667114258
182,247,tcp://10.244.1.251:5555,0.11762690544128418
66,98,tcp://10.244.1.248:5555,0.09795665740966797
16,62,tcp://10.244.1.246:5555,0.0017135143280029297
15,62,tcp://10.244.1.246:5555,0.0016515254974365234
177,247,tcp://10.244.1.251:5555,0.09596896171569824
6,62,tcp://10.244.1.246:5555,0.00159454345703125
96,98,tcp://10.244.1.248:5555,0.1504359245300293
182,247,tcp://10.244.1.251:5555,0.09892463684082031
225,247,tcp://10.244.1.251:5555,0.0957181453704834
193,247,tcp://10.244.1.251:5555,0.10158205032348633
119,151,tcp://10.244.0.93:5555,0.29805922508239746
59,62,tcp://10.244.1.246:5555,0.0015289783477783203
39,62,tcp://10.244.1.246:5555,0.0015130043029785156
221,247,tcp://10.244.1.251:5555,0.09795641899108887
53,62,tcp://10.244.1.246:5555,0.0015087127685546875
200,247,tcp://10.244.1.251:5555,0.09416532516479492
200,247,tcp://10.244.1.251:5555,0.1000528335571289
133,151,tcp://10.244.0.93:5555,0.317096471786499
61,62,tcp://10.244.1.246:5555,0.0015437602996826172
87,98,tcp://10.244.1.248:5555,0.10045552253723145
180,247,tcp://10.244.1.251:5555,0.12155795097351074
177,247,tcp://10.244.1.251:5555,0.11234307289123535
7,62,tcp://10.244.1.246:5555,0.001531839370727539
176,247,tcp://10.244.1.251:5555,0.10993742942810059
76,98,tcp://10.244.1.248:5555,0.10657835006713867
37,62,tcp://10.244.1.246:5555,0.0015616416931152344
226,247,tcp://10.244.1.251:5555,0.11747074127197266
133,151,tcp://10.244.0.93:5555,0.31931018829345703
49,62,tcp://10.244.1.246:5555,0.0016057491302490234
245,247,tcp://10.244.1.251:5555,0.1289231777191162
31,62,tcp://10.244.1.246:5555,0.0015053749084472656
23,62,tcp://10.244.1.246:5555,0.0016014575958251953
44,62,tcp://10.244.1.246:5555,0.0016574859619140625
29,62,tcp://10.244.1.246:5555,0.0017082691192626953
126,151,tcp://10.244.0.93:5555,0.30229926109313965
218,247,tcp://10.244.1.251:5555,0.1239314079284668
16,62,tcp://10.244.1.246:5555,0.0015926361083984375
103,103,tcp://10.244.0.91:5555,0.20463132858276367
153,247,tcp://10.244.1.251:5555,0.09953618049621582
146,151,tcp://10.244.0.93:5555,0.30150294303894043
100,103,tcp://10.244.0.91:5555,0.2213144302368164
107,110,tcp://10.244.1.249:5555,0.2592124938964844
190,247,tcp://10.244.1.251:5555,0.0697469711303711
144,151,tcp://10.244.0.93:5555,0.29044055938720703
